,Unnamed: 0,airline,departure_city,departure_time,reaching_time,destination_city,journey_time,stop,ticket fare
9,9,Vistara,DEL Indira Gandhi Intl,17:35,20:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,744"
10,10,Vistara,DEL Indira Gandhi Intl,14:15,17:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,900"
11,11,Vistara,DEL Indira Gandhi Intl,16:05,18:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,035"
12,12,AirAsia India,DEL Indira Gandhi Intl,09:35,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,744"
13,13,SpiceJet,DEL Indira Gandhi Intl,06:05,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 4,951"
14,14,IndiGo,DEL Indira Gandhi Intl,13:00,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,976"
15,15,IndiGo,DEL Indira Gandhi Intl,09:15,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,905"
16,16,AirAsia India,DEL Indira Gandhi Intl,08:10,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,951"
17,17,AirAsia India,DEL Indira Gandhi Intl,09:35,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,976"
18,18,AirAsia India,DEL Indira Gandhi Intl,21:20,00:30,BLR Bengaluru Intl,3h 10m,direct,"₹ 4,905"
19,19,Air India,DEL Indira Gandhi Intl,09:45,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
20,20,Air India,DEL Indira Gandhi Intl,06:10,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,976"
21,21,Air India,DEL Indira Gandhi Intl,21:15,00:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,905"
22,22,SpiceJet,DEL Indira Gandhi Intl,21:25,00:05,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,951"
23,23,SpiceJet,DEL Indira Gandhi Intl,06:05,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 4,976"
24,24,IndiGo,DEL Indira Gandhi Intl,13:00,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,905"
25,25,IndiGo,DEL Indira Gandhi Intl,09:15,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,171"
26,26,IndiGo,DEL Indira Gandhi Intl,08:20,11:00,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,535"
27,27,IndiGo,DEL Indira Gandhi Intl,11:30,14:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,905"
28,28,IndiGo,DEL Indira Gandhi Intl,05:50,08:35,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,171"
29,29,IndiGo,DEL Indira Gandhi Intl,18:30,21:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,535"
30,30,IndiGo,DEL Indira Gandhi Intl,21:30,00:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,115"
31,31,AirAsia India,DEL Indira Gandhi Intl,20:40,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,501"
32,32,IndiGo,DEL Indira Gandhi Intl,20:40,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,850"
33,33,IndiGo,DEL Indira Gandhi Intl,08:10,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 5,430"
34,34,GoFirst,DEL Indira Gandhi Intl,09:45,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,678"
35,35,SpiceJet,DEL Indira Gandhi Intl,06:10,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,264"
36,36,IndiGo,DEL Indira Gandhi Intl,06:15,09:00,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,576"
37,37,IndiGo,DEL Indira Gandhi Intl,08:05,10:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,859"
38,38,Vistara,DEL Indira Gandhi Intl,09:05,11:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,011"
39,39,Vistara,DEL Indira Gandhi Intl,19:50,22:40,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,791"
40,40,Vistara,DEL Indira Gandhi Intl,17:35,20:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,163"
41,41,AirAsia India,DEL Indira Gandhi Intl,14:15,17:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,175"
42,42,Air India,DEL Indira Gandhi Intl,16:05,18:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,831"
43,43,Air India,DEL Indira Gandhi Intl,09:35,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,163"
44,44,Vistara,DEL Indira Gandhi Intl,06:05,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 5,175"
45,45,Vistara,DEL Indira Gandhi Intl,13:00,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,831"
46,46,Vistara,DEL Indira Gandhi Intl,09:15,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,678"
47,47,Vistara,DEL Indira Gandhi Intl,08:10,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,264"
48,48,Vistara,DEL Indira Gandhi Intl,09:35,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,576"
49,49,Vistara,DEL Indira Gandhi Intl,21:20,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,678"
50,50,Vistara,DEL Indira Gandhi Intl,09:45,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,264"
51,51,AirAsia India,DEL Indira Gandhi Intl,06:10,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,576"
52,52,SpiceJet,DEL Indira Gandhi Intl,21:15,09:00,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,678"
53,53,IndiGo,DEL Indira Gandhi Intl,21:25,10:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,264"
54,54,IndiGo,DEL Indira Gandhi Intl,06:05,11:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,576"
55,55,AirAsia India,DEL Indira Gandhi Intl,13:00,22:40,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,900"
56,56,AirAsia India,DEL Indira Gandhi Intl,09:15,20:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,035"
57,57,AirAsia India,DEL Indira Gandhi Intl,08:20,17:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,744"
58,58,Air India,DEL Indira Gandhi Intl,11:30,18:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,900"
59,59,Air India,DEL Indira Gandhi Intl,05:50,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,035"
60,60,Air India,DEL Indira Gandhi Intl,18:30,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 4,744"
61,61,SpiceJet,DEL Indira Gandhi Intl,21:30,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,900"
62,62,SpiceJet,DEL Indira Gandhi Intl,20:40,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,035"
63,63,IndiGo,DEL Indira Gandhi Intl,20:40,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,744"
64,64,IndiGo,DEL Indira Gandhi Intl,08:10,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,011"
65,65,IndiGo,DEL Indira Gandhi Intl,09:45,00:30,BLR Bengaluru Intl,3h 10m,direct,"₹ 5,162"
66,66,IndiGo,DEL Indira Gandhi Intl,06:10,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,791"
67,67,IndiGo,DEL Indira Gandhi Intl,06:15,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,859"
68,68,IndiGo,DEL Indira Gandhi Intl,08:05,00:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,011"
69,69,IndiGo,DEL Indira Gandhi Intl,09:05,00:05,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,791"
70,70,Vistara,DEL Indira Gandhi Intl,19:50,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 5,163"
71,71,Vistara,DEL Indira Gandhi Intl,17:35,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 5,175"
72,72,AirAsia India,DEL Indira Gandhi Intl,14:15,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,831"
73,73,Air India,DEL Indira Gandhi Intl,16:05,11:00,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,163"
74,74,Air India,DEL Indira Gandhi Intl,09:35,14:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,175"
75,75,Vistara,DEL Indira Gandhi Intl,06:05,08:35,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,831"
76,76,Vistara,DEL Indira Gandhi Intl,13:00,21:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,163"
77,77,Vistara,DEL Indira Gandhi Intl,09:15,00:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,175"
78,78,Vistara,DEL Indira Gandhi Intl,08:10,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,831"
79,79,Vistara,DEL Indira Gandhi Intl,09:35,19:55,BLR Bengaluru Intl,2h 30m,direct,"₹ 5,163"
80,80,Vistara,DEL Indira Gandhi Intl,21:20,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 5,175"
81,81,Vistara,DEL Indira Gandhi Intl,09:45,08:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,831"
82,82,AirAsia India,DEL Indira Gandhi Intl,06:10,00:05,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,163"
83,83,SpiceJet,DEL Indira Gandhi Intl,21:15,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,175"
84,84,IndiGo,DEL Indira Gandhi Intl,21:25,11:00,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,831"
85,85,IndiGo,DEL Indira Gandhi Intl,06:05,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,163"
86,86,AirAsia India,DEL Indira Gandhi Intl,13:00,21:35,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,175"
87,87,AirAsia India,DEL Indira Gandhi Intl,09:15,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,831"
88,88,AirAsia India,DEL Indira Gandhi Intl,08:20,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,163"
89,89,Air India,DEL Indira Gandhi Intl,11:30,14:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,175"
90,90,Air India,DEL Indira Gandhi Intl,05:50,08:35,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,831"
91,91,Air India,DEL Indira Gandhi Intl,18:30,21:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
92,92,SpiceJet,DEL Indira Gandhi Intl,21:30,00:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
93,93,SpiceJet,DEL Indira Gandhi Intl,08:10,21:20,GOI Goa Intl,2h 40m,direct,"₹ 4,976"
94,94,IndiGo,DEL Indira Gandhi Intl,17:25,21:20,GOI Goa Intl,2h 40m,direct,"₹ 4,905"
95,95,IndiGo,DEL Indira Gandhi Intl,13:00,04:55,GOI Goa Intl,2h 45m,direct,"₹ 4,678"
96,96,IndiGo,DEL Indira Gandhi Intl,06:00,13:35,GOI Goa Intl,2h 50m,direct,"₹ 5,264"
97,97,IndiGo,DEL Indira Gandhi Intl,21:25,18:40,GOI Goa Intl,2h 25m,direct,"₹ 4,576"
98,98,IndiGo,DEL Indira Gandhi Intl,09:15,21:30,GOI Goa Intl,2h 30m,direct,"₹ 4,900"
99,99,IndiGo,DEL Indira Gandhi Intl,08:20,22:30,GOI Goa Intl,2h 35m,direct,"₹ 5,035"
100,100,IndiGo,DEL Indira Gandhi Intl,20:40,17:40,GOI Goa Intl,2h 45m,direct,"₹ 4,744"
101,101,AirAsia India,DEL Indira Gandhi Intl,18:55,13:20,GOI Goa Intl,2h 40m,direct,"₹ 4,900"
102,102,IndiGo,DEL Indira Gandhi Intl,09:45,23:10,GOI Goa Intl,2h 40m,direct,"₹ 5,035"
103,103,IndiGo,DEL Indira Gandhi Intl,06:10,22:35,GOI Goa Intl,2h 35m,direct,"₹ 4,744"
104,104,GoFirst,DEL Indira Gandhi Intl,11:30,13:20,GOI Goa Intl,2h 40m,direct,"₹ 4,951"
105,105,SpiceJet,DEL Indira Gandhi Intl,05:50,15:25,GOI Goa Intl,2h 45m,direct,"₹ 4,976"
106,106,IndiGo,DEL Indira Gandhi Intl,18:30,13:25,GOI Goa Intl,2h 25m,direct,"₹ 4,905"
107,107,IndiGo,DEL Indira Gandhi Intl,21:30,14:50,GOI Goa Intl,2h 35m,direct,"₹ 4,951"
108,108,Vistara,DEL Indira Gandhi Intl,18:40,14:25,GOI Goa Intl,2h 25m,direct,"₹ 4,976"
109,109,GoFirst,DEL Indira Gandhi Intl,18:40,13:50,GOI Goa Intl,2h 40m,direct,"₹ 4,905"
110,110,Air India,DEL Indira Gandhi Intl,02:10,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,951"
111,111,Air India,DEL Indira Gandhi Intl,10:45,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,976"
112,112,IndiGo,DEL Indira Gandhi Intl,16:15,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,905"
113,113,IndiGo,DEL Indira Gandhi Intl,19:00,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
114,114,IndiGo,DEL Indira Gandhi Intl,19:55,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,976"
115,115,IndiGo,DEL Indira Gandhi Intl,14:55,09:00,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,905"
116,116,Vistara,DEL Indira Gandhi Intl,10:40,10:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,171"
117,117,Vistara,DEL Indira Gandhi Intl,20:30,11:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,535"
118,118,GoFirst,DEL Indira Gandhi Intl,20:00,22:40,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,905"
119,119,Air India,DEL Indira Gandhi Intl,10:40,20:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,171"
120,120,IndiGo,DEL Indira Gandhi Intl,12:40,17:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,535"
121,121,IndiGo,DEL Indira Gandhi Intl,11:00,18:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,115"
122,122,SpiceJet,DEL Indira Gandhi Intl,12:15,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,501"
123,123,SpiceJet,DEL Indira Gandhi Intl,12:00,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 5,850"
124,124,GoFirst,DEL Indira Gandhi Intl,11:10,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 5,430"
125,125,GoFirst,DEL Indira Gandhi Intl,20:40,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,678"
126,126,AirAsia India,DEL Indira Gandhi Intl,20:40,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,264"
127,127,AirAsia India,DEL Indira Gandhi Intl,08:10,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,576"
128,128,AirAsia India,DEL Indira Gandhi Intl,09:45,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,859"
129,129,IndiGo,DEL Indira Gandhi Intl,06:10,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,011"
130,130,IndiGo,DEL Indira Gandhi Intl,06:15,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,791"
131,131,SpiceJet,DEL Indira Gandhi Intl,08:05,09:00,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,163"
132,132,Vistara,DEL Indira Gandhi Intl,09:05,10:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,175"
133,133,Vistara,DEL Indira Gandhi Intl,19:50,11:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,831"
134,134,Vistara,DEL Indira Gandhi Intl,17:35,22:40,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,163"
135,135,AirAsia India,DEL Indira Gandhi Intl,14:15,20:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 5,175"
136,136,Air India,DEL Indira Gandhi Intl,16:05,17:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,831"
137,137,Air India,DEL Indira Gandhi Intl,09:35,18:50,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
138,138,Vistara,DEL Indira Gandhi Intl,06:05,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,951"
139,139,Vistara,DEL Indira Gandhi Intl,13:00,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 4,976"
140,140,Vistara,DEL Indira Gandhi Intl,09:15,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,905"
141,141,Vistara,DEL Indira Gandhi Intl,08:10,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,678"
142,142,Vistara,DEL Indira Gandhi Intl,09:35,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 5,264"
143,143,Vistara,DEL Indira Gandhi Intl,21:20,12:25,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,576"
144,144,Vistara,DEL Indira Gandhi Intl,09:45,00:30,BLR Bengaluru Intl,3h 10m,direct,"₹ 4,900"
145,145,AirAsia India,DEL Indira Gandhi Intl,06:10,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,035"
146,146,SpiceJet,DEL Indira Gandhi Intl,21:15,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,744"
147,147,IndiGo,DEL Indira Gandhi Intl,21:25,00:05,BLR Bengaluru Intl,2h 50m,direct,"₹ 4,900"
148,148,IndiGo,DEL Indira Gandhi Intl,06:05,00:05,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,035"
149,149,AirAsia India,DEL Indira Gandhi Intl,13:00,09:00,BLR Bengaluru Intl,2h 55m,direct,"₹ 4,744"
150,150,AirAsia India,DEL Indira Gandhi Intl,09:15,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,951"
151,151,AirAsia India,DEL Indira Gandhi Intl,20:40,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,976"
152,152,Air India,DEL Indira Gandhi Intl,20:40,11:00,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,905"
153,153,Air India,DEL Indira Gandhi Intl,08:10,14:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
154,154,Air India,DEL Indira Gandhi Intl,09:45,08:35,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,976"
155,155,SpiceJet,DEL Indira Gandhi Intl,06:10,21:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,905"
156,156,SpiceJet,DEL Indira Gandhi Intl,06:15,00:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,951"
157,157,IndiGo,DEL Indira Gandhi Intl,08:05,10:40,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,976"
158,158,IndiGo,DEL Indira Gandhi Intl,09:05,19:55,BLR Bengaluru Intl,2h 30m,direct,"₹ 4,905"
159,159,IndiGo,DEL Indira Gandhi Intl,19:50,15:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,951"
160,160,IndiGo,DEL Indira Gandhi Intl,17:35,08:35,BLR Bengaluru Intl,2h 35m,direct,"₹ 4,976"
161,161,IndiGo,DEL Indira Gandhi Intl,14:15,00:05,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,905"
162,162,IndiGo,DEL Indira Gandhi Intl,16:05,11:55,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,171"
163,163,IndiGo,DEL Indira Gandhi Intl,09:35,11:00,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,535"
164,164,Vistara,DEL Indira Gandhi Intl,06:05,23:20,BLR Bengaluru Intl,2h 40m,direct,"₹ 4,905"
165,165,Vistara,DEL Indira Gandhi Intl,13:00,21:35,BLR Bengaluru Intl,2h 40m,direct,"₹ 5,171"
166,166,AirAsia India,DEL Indira Gandhi Intl,09:15,12:30,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,535"
167,167,Air India,DEL Indira Gandhi Intl,08:10,08:55,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,115"
168,168,Air India,DEL Indira Gandhi Intl,09:35,14:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,501"
169,169,Vistara,DEL Indira Gandhi Intl,21:20,08:35,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,850"
170,170,Vistara,DEL Indira Gandhi Intl,09:45,21:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 5,430"
171,171,Vistara,DEL Indira Gandhi Intl,06:10,00:15,BLR Bengaluru Intl,2h 45m,direct,"₹ 4,678"
172,172,Vistara,DEL Indira Gandhi Intl,21:15,21:20,GOI Goa Intl,2h 40m,direct,"₹ 5,264"
173,173,Vistara,DEL Indira Gandhi Intl,21:25,21:20,GOI Goa Intl,2h 40m,direct,"₹ 4,576"
174,174,Vistara,DEL Indira Gandhi Intl,06:05,23:10,GOI Goa Intl,2h 40m,direct,"₹ 4,859"
175,175,Vistara,DEL Indira Gandhi Intl,13:00,13:35,GOI Goa Intl,2h 50m,direct,"₹ 5,011"
176,176,AirAsia India,DEL Indira Gandhi Intl,09:15,18:40,GOI Goa Intl,2h 25m,direct,"₹ 4,791"
177,177,SpiceJet,DEL Indira Gandhi Intl,08:20,21:30,GOI Goa Intl,2h 30m,direct,"₹ 5,163"
178,178,IndiGo,DEL Indira Gandhi Intl,11:30,22:30,GOI Goa Intl,2h 35m,direct,"₹ 5,175"
179,179,IndiGo,DEL Indira Gandhi Intl,05:50,17:40,GOI Goa Intl,2h 45m,direct,"₹ 4,831"
180,180,AirAsia India,DEL Indira Gandhi Intl,18:30,13:20,GOI Goa Intl,2h 40m,direct,"₹ 5,163"
181,181,AirAsia India,DEL Indira Gandhi Intl,21:30,22:35,GOI Goa Intl,2h 35m,direct,"₹ 5,175"
182,182,AirAsia India,DEL Indira Gandhi Intl,08:10,13:20,GOI Goa Intl,2h 40m,direct,"₹ 4,831"
183,183,Air India,DEL Indira Gandhi Intl,17:25,15:25,GOI Goa Intl,2h 45m,direct,"₹ 4,678"
184,184,Air India,DEL Indira Gandhi Intl,13:00,13:25,GOI Goa Intl,2h 25m,direct,"₹ 5,264"
185,185,Air India,DEL Indira Gandhi Intl,06:00,14:50,GOI Goa Intl,2h 35m,direct,"₹ 4,576"
186,186,SpiceJet,DEL Indira Gandhi Intl,21:25,14:25,GOI Goa Intl,2h 25m,direct,"₹ 4,678"
187,187,SpiceJet,DEL Indira Gandhi Intl,09:15,13:50,GOI Goa Intl,2h 40m,direct,"₹ 5,264"
188,188,IndiGo,DEL Indira Gandhi Intl,08:20,23:10,GOI Goa Intl,2h 40m,direct,"₹ 4,576"
189,189,IndiGo,DEL Indira Gandhi Intl,20:40,04:55,GOI Goa Intl,2h 45m,direct,"₹ 4,678"
190,190,IndiGo,DEL Indira Gandhi Intl,18:55,00:40,GOI Goa Intl,2h 40m,direct,"₹ 5,264"
191,191,IndiGo,DEL Indira Gandhi Intl,09:45,13:35,GOI Goa Intl,2h 50m,direct,"₹ 4,576"
192,192,IndiGo,DEL Indira Gandhi Intl,06:10,22:30,GOI Goa Intl,2h 35m,direct,"₹ 4,900"
193,193,IndiGo,DEL Indira Gandhi Intl,11:30,17:40,GOI Goa Intl,2h 45m,direct,"₹ 5,035"
194,194,IndiGo,DEL Indira Gandhi Intl,05:50,13:20,GOI Goa Intl,2h 40m,direct,"₹ 4,744"
195,195,AirAsia India,DEL Indira Gandhi Intl,18:30,22:35,GOI Goa Intl,2h 35m,direct,"₹ 4,900"
196,196,IndiGo,DEL Indira Gandhi Intl,21:30,13:20,GOI Goa Intl,2h 40m,direct,"₹ 5,035"
197,197,IndiGo,DEL Indira Gandhi Intl,18:40,15:25,GOI Goa Intl,2h 45m,direct,"₹ 4,744"
198,198,GoFirst,DEL Indira Gandhi Intl,18:40,17:15,GOI Goa Intl,4h 15m,1 stop,"₹ 4,900"
199,199,SpiceJet,DEL Indira Gandhi Intl,20:30,18:40,GOI Goa Intl,2h 25m,direct,"₹ 5,035"
200,200,IndiGo,DEL Indira Gandhi Intl,10:45,21:30,GOI Goa Intl,2h 30m,direct,"₹ 4,744"
201,201,IndiGo,DEL Indira Gandhi Intl,16:15,00:20,GOI Goa Intl,2h 35m,direct,"₹ 5,011"
202,202,Vistara,DEL Indira Gandhi Intl,19:00,22:35,GOI Goa Intl,4h 35m,1 stop,"₹ 5,162"
203,203,GoFirst,DEL Indira Gandhi Intl,19:55,18:40,GOI Goa Intl,2h 25m,direct,"₹ 4,791"
204,204,Air India,DEL Indira Gandhi Intl,14:55,13:25,GOI Goa Intl,2h 25m,direct,"₹ 4,859"
205,205,Air India,DEL Indira Gandhi Intl,10:40,14:25,GOI Goa Intl,2h 25m,direct,"₹ 5,011"
206,206,IndiGo,DEL Indira Gandhi Intl,20:00,21:30,GOI Goa Intl,2h 30m,direct,"₹ 4,791"
207,207,IndiGo,DEL Indira Gandhi Intl,10:40,12:30,GOI Goa Intl,2h 30m,direct,"₹ 5,163"
208,208,IndiGo,DEL Indira Gandhi Intl,12:40,22:30,GOI Goa Intl,2h 35m,direct,"₹ 5,175"
209,209,IndiGo,DEL Indira Gandhi Intl,11:00,22:35,GOI Goa Intl,2h 35m,direct,"₹ 4,831"
210,210,Vistara,DEL Indira Gandhi Intl,12:15,00:20,GOI Goa Intl,2h 35m,direct,"₹ 5,163"
211,211,Vistara,DEL Indira Gandhi Intl,12:00,14:50,GOI Goa Intl,2h 35m,direct,"₹ 5,175"
212,212,GoFirst,DEL Indira Gandhi Intl,11:10,22:30,GOI Goa Intl,2h 35m,direct,"₹ 4,831"
213,213,Air India,DEL Indira Gandhi Intl,20:30,23:10,GOI Goa Intl,2h 40m,direct,"₹ 5,163"
214,214,IndiGo,DEL Indira Gandhi Intl,02:10,00:40,GOI Goa Intl,2h 40m,direct,"₹ 5,175"
215,215,IndiGo,DEL Indira Gandhi Intl,22:00,13:20,GOI Goa Intl,2h 40m,direct,"₹ 4,831"
216,216,SpiceJet,DEL Indira Gandhi Intl,10:45,13:20,GOI Goa Intl,2h 40m,direct,"₹ 5,163"
217,217,SpiceJet,DEL Indira Gandhi Intl,19:55,21:20,GOI Goa Intl,2h 40m,direct,"₹ 5,175"
218,218,GoFirst,DEL Indira Gandhi Intl,14:55,11:25,TRV Thiruvananthapuram,3h 15m,direct,"₹ 4,831"
219,219,AirAsia India,DEL Indira Gandhi Intl,10:40,17:45,TRV Thiruvananthapuram,3h 15m,direct,"₹ 5,163"
220,220,AirAsia India,DEL Indira Gandhi Intl,20:00,11:25,TRV Thiruvananthapuram,3h 15m,direct,"₹ 5,175"
221,221,AirAsia India,DEL Indira Gandhi Intl,10:40,00:50,TRV Thiruvananthapuram,3h 15m,direct,"₹ 4,831"
222,222,IndiGo,DEL Indira Gandhi Intl,12:40,17:45,TRV Thiruvananthapuram,3h 15m,direct,"₹ 5,163"
223,223,IndiGo,DEL Indira Gandhi Intl,13:00,11:25,TRV Thiruvananthapuram,3h 15m,direct,"₹ 5,175"
224,224,SpiceJet,DEL Indira Gandhi Intl,16:15,00:50,TRV Thiruvananthapuram,3h 15m,direct,"₹ 4,831"
225,225,Vistara,DEL Indira Gandhi Intl,19:00,21:40,AMD Ahmedabad,2h 40m,direct,"₹ 5,163"
226,226,GoFirst,DEL Indira Gandhi Intl,21:45,07:25,AMD Ahmedabad,1h 40m,direct,"₹ 5,175"
